PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,POSITION,SEASON
1630679,Ethan Thompson,IND,F,2025-26
1642355,Bronny James,LAL,F,2025-26
1642876,Adou Thiero,LAL,F,2025-26
1631166,Drew Timme,LAL,F,2025-26
203994,Jusuf Nurkic,UTA,C,2025-26
1641712,Rayan Rupert,POR,F,2025-26
1631126,Caleb Love,POR,F,2025-26
203484,Kentavious Caldwell-Pope,MEM,F,2025-26
1631212,Peyton Watson,DEN,F,2025-26
1628374,Lauri Markkanen,UTA,F,2025-26
1631114,Jalen Williams,OKC,G,2025-26
1641815,Isaiah Stevens,SAC,F,2025-26
1629631,De'Andre Hunter,SAC,F,2025-26
1628991,Jaren Jackson Jr.,UTA,F,2025-26
1627734,Domantas Sabonis,SAC,C,2025-26
1630530,Trey Murphy III,NOP,F,2025-26
1642884,Vladislav Goldin,MIA,F,2025-26
1642443,Jahmir Young,MIA,F,2025-26
1642274,Yves Missi,NOP,F,2025-26
1641780,Johni Broome,PHI,F,2025-26
1629646,Charles Bassey,PHI,F,2025-26
1631116,Patrick Baldwin Jr.,PHI,F,2025-26
1630699,MarJon Beauchamp,PHI,F,2025-26
1642918,Alijah Martin,TOR,F,2025-26
1641752,Bobi Klintman,DET,F,2025-26
1642879,Ben Saraf,BKN,F,2025-26
1631169,Josh Minott,BKN,F,2025-26
1642933,Keshon Gilbert,WAS,F,2025-26
1630532,Franz Wagner,ORL,F,2025-26
1641733,Nick Smith Jr.,LAL,F,2025-26
1643024,Chris Manon,LAL,F,2025-26
1642843,Cooper Flagg,DAL,F,2025-26
1630167,Obi Toppin,IND,F,2025-26
203954,Joel Embiid,PHI,C,2025-26
1642877,Micah Peavy,NOP,F,2025-26
1630639,A.J. Lawson,TOR,F,2025-26
1642277,Johnny Furphy,IND,F,2025-26
1642259,Alex Sarr,WAS,C,2025-26
202331,Paul George,PHI,F,2025-26
1631132,Christian Koloko,ATL,F,2025-26
1629632,Coby White,CHA,G,2025-26
1641718,Keyonte George,UTA,G,2025-26
1631120,JD Davison,HOU,F,2025-26
1642349,Ajay Mitchell,OKC,F,2025-26
203897,Zach LaVine,SAC,F,2025-26
1630548,Johnny Juzang,MIN,F,2025-26
1631111,Wendell Moore Jr.,DET,F,2025-26
1642948,Ryan Nembhard,DAL,G,2025-26
1630619,Moussa Cisse,DAL,F,2025-26
1627746,Skal Labissiere,WAS,F,2025-26
1629634,Brandon Clarke,MEM,F,2025-26
1630583,Santi Aldama,MEM,F,2025-26
1642382,Branden Carlson,OKC,F,2025-26
1642959,Chris Youngblood,OKC,F,2025-26
1630175,Cole Anthony,MIL,F,2025-26
1642917,Max Shulga,BOS,F,2025-26
1641816,Hunter Tyson,DEN,F,2025-26
1628502,Nigel Hayes-Davis,PHX,F,2025-26
201569,Eric Gordon,PHI,F,2025-26
1628983,Shai Gilgeous-Alexander,OKC,G,2025-26
1628449,Chris Boucher,BOS,F,2025-26
1631216,Caleb Houstan,ATL,F,2025-26
1641871,Duop Reath,ATL,F,2025-26
1642365,Nikola Đurisic,ATL,F,2025-26
1642368,N'Faly Dante,ATL,F,2025-26
1642484,RayJ Dennis,ATL,F,2025-26
1626179,Terry Rozier,MIA,F,2025-26
1631103,Malaki Branham,WAS,F,2025-26
1631117,Walker Kessler,UTA,C,2025-26
1627826,Ivica Zubac,LAC,C,2025-26
1628366,Lonzo Ball,CLE,F,2025-26
1631115,Orlando Robinson,ORL,F,2025-26
1630322,Lindy Waters III,SAN,F,2025-26
1630658,Colin Castleton,ORL,F,2025-26
1642357,David Jones Garcia,SAN,F,2025-26
1630604,E.J. Liddell,BKN,F,2025-26
1626156,D'Angelo Russell,DAL,F,2025-26
1641801,Emanuel Miller,CHI,F,2025-26
201939,Stephen Curry,GSW,G,2025-26
203967,Dario Saric,SAC,F,2025-26
203932,Aaron Gordon,DEN,F,2025-26
1642862,Liam McNeeley,CHA,F,2025-26
1630228,Jonathan Kuminga,GSW,F,2025-26
1628396,Tony Bradley,IND,F,2025-26
1630540,Miles McBride,NYK,F,2025-26
1643018,LJ Cryer,GSW,F,2025-26
1630526,Jeremiah Robinson-Earl,DAL,F,2025-26
1642938,Curtis Jones,DEN,F,2025-26
203507,Giannis Antetokounmpo,MIL,C,2025-26
1629630,Ja Morant,MEM,G,2025-26
1627777,Georges Niang,UTA,F,2025-26
202710,Jimmy Butler III,GSW,F,2025-26
203500,Steven Adams,HOU,C,2025-26
1641725,Trey Alexander,NOP,F,2025-26
1629636,Darius Garland,CLE,G,2025-26
1643052,Chaney Johnson,BKN,F,2025-26
1630623,Tyson Etienne,BKN,F,2025-26
1642403,Isaac Jones,DET,F,2025-26
203076,Anthony Davis,DAL,C,2025-26
1628964,Mo Bamba,TOR,F,2025-26
1642013,Malik Williams,ATL,F,2025-26
1628380,Zach Collins,CHI,F,2025-26
1629027,Trae Young,ATL,G,2025-26
203081,Damian Lillard,POR,F,2025-26
1641787,Tosan Evbuomwan,NYK,F,2025-26
1630164,James Wiseman,IND,F,2025-26
1629726,Garrison Mathews,IND,F,2025-26
1627749,Dejounte Murray,NOP,F,2025-26
1642282,Hunter Sallis,PHI,F,2025-26
203486,Mason Plumlee,CHA,F,2025-26
1641744,Zach Edey,MEM,C,2025-26
1631247,Luke Travers,CLE,F,2025-26
1641813,Mark Sears,MIL,F,2025-26
1641715,Cam Whitmore,WAS,F,2025-26
1642440,Gabe McGlothan,IND,F,2025-26
1641809,Drew Peterson,CHA,F,2025-26
1641753,Chris Livingston,CLE,F,2025-26
1642935,Chucky Hepburn,TOR,F,2025-26
1642280,Trentyn Flowers,CHI,F,2025-26
1641890,Tyler Smith,HOU,F,2025-26
1643141,Jahmyl Telfort,LAC,F,2025-26
1642434,Riley Minix,SAN,F,2025-26
1630621,Hunter Dickinson,NOP,F,2025-26
101108,Chris Paul,LAC,F,2025-26
1631210,Jacob Toppin,ATL,F,2025-26
1642855,Noa Essengue,CHI,F,2025-26
1642926,Tamar Bates,DEN,F,2025-26
1641726,Dereck Lively II,DAL,F,2025-26
1642050,Jackson Rowe,GSW,F,2025-26
1628420,Monte Morris,IND,F,2025-26
1628998,Cody Martin,IND,F,2025-26
1641732,Colby Jones,DET,F,2025-26
203078,Bradley Beal,LAC,F,2025-26
1627752,Taurean Prince,MIL,F,2025-26
1630284,Kevon Harris,HOU,F,2025-26
1630531,Jaden Springer,NOP,F,2025-26
203110,Draymond Green,GSW,F,2024-25
1630296,Braxton Key,GSW,F,2024-25
1630611,Gui Santos,GSW,F,2024-25
1630541,Moses Moody,GSW,F,2024-25
1630311,Pat Spencer,GSW,F,2024-25
1629599,Amir Coffey,LAC,F,2024-25
1630228,Jonathan Kuminga,GSW,F,2024-25
1631218,Trayce Jackson-Davis,GSW,F,2024-25
1629234,Drew Eubanks,LAC,F,2024-25
1628995,Kevin Knox II,GSW,F,2024-25
1627884,Derrick Jones Jr.,LAC,F,2024-25
1631116,Patrick Baldwin Jr.,LAC,F,2024-25
1641757,Jordan Miller,LAC,F,2024-25
1641738,Kobe Brown,LAC,F,2024-25
1641764,Brandin Podziemski,GSW,F,2024-25
1642280,Trentyn Flowers,LAC,F,2024-25
1642353,Cam Christie,LAC,F,2024-25
1627780,Gary Payton II,GSW,F,2024-25
1642366,Quinten Post,GSW,F,2024-25
201935,James Harden,LAC,F,2024-25
201939,Stephen Curry,GSW,G,2024-25
1629646,Charles Bassey,SAN,F,2024-25
202695,Kawhi Leonard,LAC,F,2024-25
202710,Jimmy Butler,GSW,G,2024-25
1627826,Ivica Zubac,LAC,C,2024-25
203084,Harrison Barnes,SAN,F,2024-25
1627741,Buddy Hield,GSW,F,2024-25
1631104,Blake Wesley,SAN,F,2024-25
1629003,Shake Milton,LAL,F,2024-25
1630193,Immanuel Quickley,TOR,G,2024-25
1630534,Ochai Agbaji,TOR,F,2024-25
1630561,David Duke Jr.,SAN,F,2024-25
